City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
365,Srandakan,ID,-7.94,110.25,76.1,87,34,6.13,scattered clouds
366,Westport,US,41.14,-73.36,42.8,56,1,6.93,clear sky
367,Itaiba,BR,-8.95,-37.42,78.49,63,97,14.07,overcast clouds
368,Ous,RU,60.91,61.52,30.72,96,99,9.35,overcast clouds
369,Cockburn Town,TC,21.46,-71.14,82.4,74,75,10.29,broken clouds
370,Adrar,MR,20.5,-10.07,81.68,16,73,12.24,broken clouds
371,San Jose De Guanipa,VE,8.89,-64.17,79.57,77,79,12.3,moderate rain
372,Seymchan,RU,62.88,152.43,14.61,94,100,5.77,overcast clouds
373,Makaha,US,21.47,-158.22,86.0,74,1,10.29,clear sky
374,Esil,KZ,51.96,66.4,35.92,79,83,8.63,broken clouds
375,Murray Bridge,AU,-35.12,139.27,59.0,79,3,3.67,clear sky
376,Erzin,TR,36.96,36.2,69.01,75,0,2.42,light rain
377,Falmouth,GB,50.15,-5.07,53.6,81,100,21.92,light rain
378,Caravelas,BR,-17.71,-39.25,71.91,95,100,3.83,light rain
379,Fortuna,US,40.6,-124.16,61.0,72,1,8.05,clear sky
380,Bakal,RU,54.94,58.81,34.23,93,100,4.65,light rain
381,Nichinan,JP,31.6,131.37,64.4,72,75,5.82,broken clouds
382,Kalabo,ZM,-14.97,22.68,79.29,31,90,2.86,overcast clouds
383,Nicolet,CA,46.22,-72.62,37.4,74,0,1.12,clear sky
384,Juegang,CN,32.32,121.19,66.0,1,92,5.86,overcast clouds
385,Oranjemund,NA,-28.55,16.43,59.5,72,0,13.62,clear sky
386,Toba,JP,34.48,136.85,55.99,77,48,3.0,scattered clouds
387,Morden,CA,49.19,-98.1,30.2,63,100,18.34,overcast clouds
388,Zhirnovsk,RU,50.98,44.77,48.74,62,100,8.99,overcast clouds
389,Makakilo City,US,21.35,-158.09,86.0,58,40,14.99,scattered clouds
390,Yanam,IN,16.73,82.22,73.65,74,54,1.88,broken clouds
391,Pangai,TO,-19.8,-174.35,76.26,82,38,23.73,scattered clouds
392,Gawler,AU,-34.6,138.73,64.99,62,0,5.99,clear sky
393,Rioja,AR,-29.41,-66.85,75.88,24,0,11.39,clear sky
394,Rongcheng,CN,30.63,117.85,58.77,83,100,1.63,light rain
395,Fengrun,CN,39.83,118.12,43.75,49,58,1.83,broken clouds
396,Krasnoselkup,RU,65.7,82.47,30.0,97,100,20.42,overcast clouds
397,Gopalpur,IN,19.27,84.92,75.65,74,73,7.2,broken clouds
398,Guerrero Negro,MX,27.98,-114.06,77.45,38,98,11.74,overcast clouds
399,Sal Rei,CV,16.18,-22.92,75.2,78,40,13.87,scattered clouds
400,Marinette,US,45.1,-87.63,48.2,75,90,14.99,overcast clouds
401,Hami,CN,42.8,93.45,35.26,71,0,5.95,clear sky
402,Leningradskiy,RU,69.38,178.42,17.42,90,57,8.28,broken clouds
403,Ambilobe,MG,-13.2,49.05,72.63,61,75,4.5,broken clouds
404,Terrace Bay,CA,48.78,-87.1,42.8,93,100,14.99,moderate rain
405,Kyshtovka,RU,56.55,76.63,33.69,91,97,11.77,overcast clouds
406,Mersing,MY,2.43,103.84,73.4,100,86,5.82,overcast clouds
407,Vardo,NO,70.37,31.11,37.54,92,100,12.95,overcast clouds
408,Kimbe,PG,-5.55,150.14,88.54,58,14,1.01,few clouds
409,Ekhabi,RU,53.51,142.97,38.64,88,100,15.93,overcast clouds
410,Listvyanskiy,RU,54.44,83.5,32.63,96,100,9.98,overcast clouds
411,Bereslavka,RU,48.63,44.04,50.0,61,40,8.95,light rain
412,Neiafu,TO,-18.65,-173.98,73.4,94,90,10.29,light intensity shower rain
413,Acapulco,MX,16.86,-99.89,86.0,74,75,5.82,broken clouds
414,Marsh Harbour,BS,26.54,-77.06,79.5,83,15,19.3,light rain
415,Nerja,ES,36.76,-3.89,63.0,75,10,4.0,clear sky
416,Itauna,BR,-20.08,-44.58,64.17,82,100,10.85,overcast clouds
417,Shirokiy,RU,49.76,129.52,36.54,96,95,9.04,light rain
418,Vila,PT,42.03,-8.16,59.0,94,100,4.0,overcast clouds
419,Lincoln,US,40.8,-96.67,63.0,40,28,1.99,scattered clouds
420,Vavuniya,LK,8.75,80.5,72.64,86,75,2.06,broken clouds
421,Ouango,CF,4.31,22.56,70.34,96,82,2.53,moderate rain
422,Gazojak,TM,41.19,61.4,46.67,45,0,5.95,clear sky
423,San Quintin,MX,30.48,-115.95,75.61,42,40,10.8,scattered clouds
424,Beboto,TD,8.27,16.94,74.16,77,3,2.24,clear sky
425,Lebyazhye,RU,55.27,66.49,36.01,83,100,12.62,overcast clouds
426,Taunggyi,MM,20.78,97.03,59.45,100,86,1.61,overcast clouds
427,Narsaq,GL,60.92,-46.05,24.8,79,98,1.12,overcast clouds
428,Abasha,GE,42.21,42.22,59.0,93,75,5.82,broken clouds
429,Khvastovichi,RU,53.47,35.09,44.89,83,100,12.24,light rain
430,Onega,RU,63.91,38.14,31.59,96,15,6.46,few clouds
431,Magistralnyy,RU,56.17,107.45,19.49,88,99,10.11,overcast clouds
432,Knokke-Heist,BE,51.33,3.33,53.6,81,75,13.87,broken clouds
433,Cabedelo,BR,-6.98,-34.83,78.8,83,40,8.05,scattered clouds
434,Lixourion,GR,38.2,20.43,65.12,69,0,8.08,clear sky
435,Shorkot,PK,31.91,70.88,62.1,28,0,2.89,clear sky
436,Nhulunbuy,AU,-12.23,136.77,84.2,70,75,13.87,broken clouds
437,Barentu,ER,15.11,37.59,73.71,42,0,2.64,clear sky
438,Severo-Kurilsk,RU,50.68,156.12,43.32,76,83,17.43,broken clouds
439,Nigde,TR,37.83,34.75,40.66,88,6,0.36,clear sky
440,Fernie,CA,49.5,-115.07,46.4,39,93,11.41,overcast clouds
441,Tateyama,JP,34.98,139.87,60.8,67,75,11.41,broken clouds
442,Kruisfontein,ZA,-34.0,24.73,57.99,91,41,3.56,light rain
443,Dingle,PH,11.0,122.67,78.21,84,100,3.22,light rain
444,Iwanai,JP,42.97,140.51,49.17,78,100,7.29,overcast clouds
445,Tefe,BR,-3.35,-64.71,71.6,94,40,2.24,scattered clouds
446,Camacha,PT,33.08,-16.33,66.2,88,20,7.9,few clouds
447,Nipawin,CA,53.37,-104.0,23.0,79,90,10.29,overcast clouds
448,Linjiang,CN,41.81,126.91,41.23,86,39,3.2,scattered clouds
449,Vao,NC,-22.67,167.48,73.78,83,4,14.36,clear sky
450,Calmar,CA,53.27,-113.82,41.0,60,100,7.58,overcast clouds
451,Malinovskiy,RU,61.2,62.84,30.94,95,100,10.0,overcast clouds
452,Batagay-Alyta,RU,67.8,130.41,0.52,92,100,0.74,overcast clouds
453,Tibiri,NE,13.56,7.05,82.49,16,1,12.24,clear sky
454,Tokmak,UA,47.25,35.71,49.98,83,100,8.9,overcast clouds
455,Nosy Varika,MG,-20.58,48.53,64.35,79,76,3.49,broken clouds
456,Japura,ID,-0.32,102.35,74.28,96,100,1.57,light rain
457,Port-Gentil,GA,-0.72,8.78,80.6,88,40,9.17,scattered clouds
458,Tornio,FI,65.85,24.15,35.6,100,100,9.17,light rain
459,Mehamn,NO,71.04,27.85,38.01,81,100,14.43,overcast clouds
460,Vila Velha,BR,-20.33,-40.29,69.8,88,90,5.82,light rain
461,Contamana,PE,-7.33,-75.02,72.05,89,100,3.29,overcast clouds
462,Tura,IN,25.52,90.22,71.1,94,100,1.72,overcast clouds
463,Astana,KZ,51.18,71.45,23.0,100,20,4.47,few clouds
464,Jiayuguan,CN,39.82,98.3,31.41,77,21,4.56,few clouds
465,Puksoozero,RU,62.59,40.61,28.27,98,0,2.73,clear sky
466,Mogadishu,SO,2.04,45.34,79.54,82,74,11.63,moderate rain
467,Thinadhoo,MV,0.53,72.93,83.16,74,90,8.63,overcast clouds
468,Petatlan,MX,17.52,-101.27,86.0,66,75,4.59,broken clouds
469,Dimbokro,CI,6.65,-4.7,73.44,96,1,3.44,clear sky
470,Beloha,MG,-25.17,45.05,63.41,87,0,7.36,clear sky
471,Ust-Ishim,RU,57.69,71.17,35.22,87,98,8.95,overcast clouds
472,Berlevag,NO,70.86,29.09,37.62,83,100,16.22,overcast clouds
473,Nome,US,64.5,-165.41,28.0,68,40,8.05,scattered clouds
474,Kharp,RU,66.8,65.81,33.1,93,78,13.04,broken clouds
475,Kargasok,RU,59.06,80.86,32.56,96,99,10.07,overcast clouds
476,Ndele,CF,8.41,20.65,72.23,84,7,3.31,clear sky
477,Hobyo,SO,5.35,48.53,80.78,78,100,5.06,overcast clouds
478,Alugan,PH,12.22,125.48,79.95,85,100,12.06,light rain
479,Esso,RU,55.93,158.7,29.01,94,100,2.28,overcast clouds
480,Pyapon,MM,16.28,95.68,76.59,89,87,3.22,overcast clouds
481,Muyezerskiy,RU,63.93,31.65,29.43,94,18,8.19,few clouds
482,Port Hawkesbury,CA,45.62,-61.35,35.01,64,1,6.93,clear sky
483,Myrtle Beach,US,33.69,-78.89,64.99,68,1,6.93,clear sky
484,Alofi,NU,-19.06,-169.92,78.8,88,47,18.34,scattered clouds
485,Barabai,ID,-2.58,115.38,75.51,90,100,1.36,moderate rain
486,Manta,EC,-0.95,-80.73,75.2,83,75,10.29,broken clouds
487,Champerico,GT,14.3,-91.92,78.8,88,75,4.7,moderate rain
488,Vega De Alatorre,MX,20.03,-96.63,74.75,73,3,8.25,clear sky
489,Vikhorevka,RU,56.12,101.16,3.2,84,57,4.47,broken clouds
490,Severnyy-Kospashskiy,RU,59.09,57.8,33.01,100,100,11.3,overcast clouds
491,Mao,ES,39.89,4.27,60.8,87,5,5.82,clear sky
492,Mount Gambier,AU,-37.83,140.77,55.4,71,0,12.75,clear sky
493,Khonsa,IN,27.02,95.57,66.04,98,100,0.63,heavy intensity rain
494,Karonga,MW,-9.93,33.93,77.99,62,52,6.35,broken clouds
495,Torbay,CA,47.67,-52.73,35.01,84,75,11.41,broken clouds
496,Xichang,CN,27.9,102.26,63.01,77,85,0.65,overcast clouds
497,Kantemirovka,RU,49.71,39.86,55.53,87,94,14.63,overcast clouds
498,Rocha,UY,-34.48,-54.33,50.32,91,3,3.6,clear sky
499,Morehead,US,37.27,-87.18,62.6,48,1,5.82,clear sky
500,Sherwood,US,34.82,-92.22,59.0,58,75,4.7,broken clouds
501,Murgab,TM,37.5,61.97,44.6,45,0,4.7,clear sky
502,Semnan,IR,35.57,53.4,53.19,41,0,1.16,clear sky
503,Goundam,ML,16.41,-3.67,84.2,14,8,9.57,clear sky
504,Oktyabrskiy,RU,54.48,53.47,40.84,87,100,2.8,overcast clouds
505,Kalanguy,RU,51.02,116.52,22.17,97,100,3.67,overcast clouds
506,High Level,CA,58.52,-117.14,28.4,86,40,6.93,scattered clouds
507,Barquisimeto,VE,10.07,-69.32,82.4,61,96,8.05,moderate rain
508,Gaozhou,CN,21.94,110.85,69.3,94,46,1.86,scattered clouds
509,Udachnyy,RU,66.42,112.4,-0.4,84,0,2.24,clear sky
510,Turukhansk,RU,65.82,87.98,19.26,97,100,22.64,light snow
511,Ottawa,CA,45.41,-75.7,37.4,64,75,8.05,broken clouds
512,Kota Belud,MY,6.35,116.43,75.2,94,20,2.24,few clouds
513,Jeremie,HT,18.65,-74.12,82.2,76,100,5.3,overcast clouds
514,Omboue,GA,-1.57,9.26,76.96,90,96,6.11,light rain
515,Byron Bay,AU,-28.65,153.62,78.01,49,0,10.29,clear sky
516,Martinopolis,BR,-22.15,-51.17,73.4,49,0,12.75,clear sky
517,Sri Aman,MY,1.24,111.46,75.2,94,100,2.24,overcast clouds
518,Zavetnoye,RU,47.12,43.89,55.96,89,100,5.21,moderate rain
519,Jaguaribe,BR,-5.89,-38.62,83.28,61,85,12.66,light rain
520,Bubaque,GW,11.28,-15.83,84.07,70,72,9.31,broken clouds
521,Auki,SB,-8.77,160.7,87.44,64,86,1.95,overcast clouds
522,Williams Lake,CA,52.14,-122.14,39.2,62,90,8.05,overcast clouds
523,Kalianget,ID,-7.05,113.93,76.86,81,100,1.92,overcast clouds
524,Asau,RO,46.43,26.4,46.4,87,90,19.46,overcast clouds
525,Tilichiki,RU,60.47,166.1,25.63,95,98,7.14,overcast clouds
526,Fuyang,CN,32.9,115.82,61.74,38,98,4.65,overcast clouds
527,Abu Samrah,SY,35.3,37.18,62.62,70,40,4.25,scattered clouds
528,Batemans Bay,AU,-35.72,150.18,63.0,84,100,3.0,light rain
529,Impfondo,CG,1.64,18.07,71.92,91,39,1.01,scattered clouds
530,Gotemba,JP,35.3,138.93,57.99,55,60,1.99,broken clouds
531,Abalak,RU,58.13,68.59,36.84,93,100,11.68,light rain
532,Palauig,PH,15.44,119.9,79.29,69,100,3.62,overcast clouds
533,Myitkyina,MM,25.38,97.4,70.09,97,95,2.3,heavy intensity rain
534,Roma,US,43.21,-75.46,37.4,64,1,3.36,clear sky
535,Clinton,US,42.59,-82.92,46.99,70,20,13.87,few clouds
536,Kosonsoy,UZ,41.26,71.55,42.8,35,50,6.93,scattered clouds
537,Neuquen,AR,-38.95,-68.06,82.4,24,0,6.93,clear sky
538,Pitsunda,GE,43.16,40.34,57.2,87,75,11.18,moderate rain
539,Narasannapeta,IN,18.42,84.05,74.32,74,84,5.84,broken clouds
540,Mahebourg,MU,-20.41,57.7,66.2,82,40,8.05,shower rain
541,Bilma,NE,18.69,12.92,72.28,29,0,16.13,clear sky
542,Santiago,CL,-33.46,-70.65,78.8,34,0,6.93,clear sky
543,Tautira,PF,-17.73,-149.15,86.0,55,40,16.11,scattered clouds
544,Coria,ES,39.99,-6.54,57.0,87,47,1.79,scattered clouds
545,Benguela,AO,-12.58,13.41,77.59,80,93,5.26,overcast clouds
546,Sumbe,AO,-11.21,13.84,76.14,89,48,3.94,scattered clouds
547,Yeroham,IL,30.99,34.93,64.0,100,18,3.94,few clouds
548,Batsfjord,NO,70.63,29.72,36.52,83,100,11.83,overcast clouds
549,Orlik,RU,52.52,99.83,7.93,85,47,3.04,scattered clouds
550,Tabas,IR,33.6,56.92,59.0,21,0,2.24,clear sky
551,Cap-Aux-Meules,CA,47.38,-61.86,35.6,64,31,16.11,scattered clouds
552,Sioux Lookout,CA,50.1,-91.92,32.0,95,90,16.11,overcast clouds
553,Zarichne,UA,51.81,26.13,41.65,95,16,7.34,few clouds
554,Kupang,ID,-10.17,123.58,83.08,63,76,4.34,broken clouds
555,Alekseyevsk,RU,57.84,108.35,10.98,93,99,4.74,overcast clouds
556,Gorontalo,ID,0.54,123.06,80.01,70,100,3.15,overcast clouds
557,Kysyl-Syr,RU,63.9,122.76,-2.96,91,96,3.33,overcast clouds
558,Springfield,US,37.22,-93.3,59.0,41,1,8.05,clear sky
559,Quatre Cocos,MU,-20.21,57.76,66.2,82,40,8.05,shower rain
560,Kayseri,TR,38.74,35.5,41.0,86,40,1.19,scattered clouds
561,Hambantota,LK,6.12,81.12,78.71,81,78,7.7,broken clouds
562,Twentynine Palms,US,34.14,-116.05,82.4,8,75,8.05,broken clouds
563,Paranhos,BR,-23.89,-55.43,68.07,80,70,3.29,broken clouds
564,Olavarria,AR,-36.89,-60.32,56.19,64,0,5.97,clear sky
565,The Valley,AI,18.22,-63.06,82.4,74,40,14.99,scattered clouds
566,Tessalit,ML,20.2,1.01,76.71,19,40,10.13,scattered clouds
567,Teknaf,BD,20.86,92.31,75.42,94,100,2.66,light rain
568,Kijang,KR,35.24,129.21,51.8,81,0,3.36,light rain
569,Nardaran,AZ,40.56,50.01,57.2,100,75,2.24,fog
570,Pangody,RU,65.85,74.49,27.52,98,100,10.51,overcast clouds
571,Den Helder,NL,52.96,4.76,55.4,76,90,12.75,overcast clouds
572,Terney,RU,45.05,136.61,46.83,71,89,1.66,overcast clouds
573,Methoni,GR,36.82,21.7,61.0,87,0,4.7,clear sky
574,Dabat,ET,12.98,37.77,51.96,64,20,2.86,few clouds
575,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,55,0,4.7,clear sky
576,Pucallpa,PE,-8.38,-74.55,77.0,69,75,5.82,broken clouds
577,Changli,CN,39.7,119.15,47.26,42,71,10.92,broken clouds
578,Banda Aceh,ID,5.56,95.32,80.33,76,83,6.35,light rain
579,Macusani,PE,-14.08,-70.43,40.53,81,98,4.7,light rain
580,Manakara,MG,-22.13,48.02,63.75,82,41,3.56,scattered clouds
581,Fukue,JP,32.69,128.84,60.8,87,20,4.7,few clouds
582,Stornoway,GB,58.21,-6.39,46.4,81,80,20.8,broken clouds
583,Kihei,US,20.79,-156.47,89.6,43,20,11.41,few clouds
584,Aswan,EG,24.09,32.91,74.68,52,0,9.89,clear sky
585,Sisimiut,GL,66.94,-53.67,20.66,95,100,7.78,light snow
586,Kharitonovo,RU,61.4,47.5,30.61,97,1,3.13,snow
587,Xingyi,CN,24.19,102.82,56.46,98,39,2.77,scattered clouds
588,Qinhuangdao,CN,39.93,119.59,47.03,44,88,7.65,overcast clouds
589,Lasa,IT,46.62,10.7,42.8,70,5,4.7,clear sky
590,Moose Factory,CA,51.26,-80.61,35.6,69,90,23.04,light rain
591,Portland,US,45.52,-122.68,61.0,59,41,1.99,scattered clouds
592,Sao Felix Do Xingu,BR,-6.64,-51.99,79.38,68,100,0.96,moderate rain
593,Rapar,IN,23.57,70.63,78.19,36,32,8.25,scattered clouds
594,Corn Island,NI,12.17,-83.04,82.53,77,100,19.73,moderate rain
595,Aguadilla,PR,18.43,-67.15,82.0,78,1,11.41,clear sky
596,Salaga,GH,8.55,-0.52,80.13,61,29,4.05,scattered clouds
597,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,77.88,84,51,9.62,broken clouds
598,Mildura,AU,-34.2,142.15,62.01,67,0,6.93,clear sky
599,Lianzhou,CN,24.78,112.38,64.15,87,12,1.72,few clouds
600,Badhni Kalan,IN,30.68,75.28,58.96,29,0,4.03,clear sky
601,Galle,LK,6.04,80.22,78.28,84,65,6.53,broken clouds
602,Pochutla,MX,15.74,-96.47,84.2,70,40,5.64,scattered clouds
603,Paraguacu,BR,-21.55,-45.74,64.33,79,99,6.13,overcast clouds
604,Coolum Beach,AU,-26.53,153.1,82.0,45,3,1.01,clear sky
605,Chabahar,IR,25.29,60.64,72.99,35,0,3.71,clear sky
606,Hay River,CA,60.82,-115.8,28.4,79,35,3.36,scattered clouds
607,Taitung,TW,22.76,121.14,71.6,56,0,8.05,clear sky
608,Nantucket,US,41.28,-70.1,45.68,56,0,4.88,clear sky
609,Uray,RU,60.12,64.78,33.96,98,100,6.78,light rain
610,Ryazanovskiy,RU,55.55,39.43,36.88,95,0,6.78,clear sky
611,San Buenaventura,MX,27.08,-101.53,82.99,28,0,4.7,clear sky
612,Cassilandia,BR,-19.11,-51.73,75.29,63,78,7.05,broken clouds
613,Solnechnyy,RU,50.72,136.63,35.74,92,100,5.97,overcast clouds
614,Wahpeton,US,46.27,-96.61,37.4,64,90,27.51,overcast clouds
615,Diffa,NE,13.32,12.61,78.49,26,0,9.4,clear sky
616,Jiaozuo,CN,35.24,113.23,55.04,36,0,6.15,clear sky
617,Cervo,ES,43.67,-7.41,68.0,81,100,8.01,overcast clouds
618,Sao Jose Do Egito,BR,-7.48,-37.27,74.12,78,100,11.03,moderate rain
619,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,41.0,60,40,4.47,scattered clouds
620,Jumla,NP,29.27,82.18,46.6,55,9,5.66,clear sky
621,Cuencame,MX,24.87,-103.7,78.17,18,23,8.68,few clouds
622,Ayat,KZ,52.82,62.52,37.45,77,100,8.99,overcast clouds
623,Palmer,US,42.16,-72.33,32.0,92,1,3.36,clear sky
624,West Bay,KY,19.37,-81.42,84.2,79,40,11.41,scattered clouds
625,Kemijarvi,FI,66.71,27.43,32.85,96,100,5.79,light rain
626,Matara,LK,5.95,80.54,76.51,88,52,6.49,broken clouds
627,Bairiki,KI,1.33,172.98,86.0,66,90,11.41,overcast clouds
628,Turayf,SA,31.67,38.66,60.8,21,0,9.17,clear sky
629,Gayny,RU,60.31,54.32,30.58,96,99,6.49,overcast clouds
630,Tanete,ID,-3.94,119.78,78.21,83,99,1.63,overcast clouds
631,Micheweni,TZ,-4.97,39.83,77.07,82,1,6.82,clear sky
632,Port Moresby,PG,-9.44,147.18,83.16,73,26,1.9,scattered clouds
633,Qidong,CN,31.81,121.66,66.0,90,89,1.77,light rain
634,Kolo,PL,52.2,18.64,43.0,96,34,3.0,scattered clouds
635,Srednekolymsk,RU,67.45,153.68,6.31,95,100,3.36,overcast clouds
636,Bhimunipatnam,IN,17.88,83.43,75.2,88,96,4.7,mist
637,Chadan,RU,51.28,91.58,23.2,90,41,0.85,scattered clouds
638,Kaeo,NZ,-35.1,173.78,71.44,62,58,6.11,broken clouds
639,Mormugao,IN,15.4,73.8,78.8,94,40,5.82,mist
640,Nombre De Dios,MX,23.85,-104.23,80.6,10,5,4.72,clear sky
641,San Andres,CO,12.58,-81.7,82.4,83,75,9.17,broken clouds
642,Atarfe,ES,37.22,-3.69,57.99,81,0,2.42,clear sky
643,Bambanglipuro,ID,-7.95,110.28,75.97,87,37,6.46,scattered clouds
644,Matamoros,MX,25.53,-103.25,86.0,17,20,5.73,few clouds
645,Strezhevoy,RU,60.73,77.59,32.0,98,0,8.95,clear sky
646,Canutama,BR,-6.53,-64.38,71.85,97,100,3.58,light rain
647,Aksay,RU,47.26,39.87,51.8,100,40,11.18,scattered clouds
648,Yuncheng,CN,35.02,110.99,47.61,48,9,3.53,clear sky
649,Havoysund,NO,71.0,24.66,37.4,74,41,16.11,scattered clouds
650,Gourbeyre,GP,15.99,-61.69,80.6,78,89,6.93,overcast clouds
651,Baykit,RU,61.67,96.37,0.7,89,69,3.31,broken clouds
652,Beringovskiy,RU,63.05,179.32,19.81,95,99,11.7,overcast clouds
653,Atherton,GB,53.52,-2.49,50.0,70,80,4.0,broken clouds
654,Morondava,MG,-20.28,44.28,76.64,80,63,8.81,broken clouds
655,Yaan,NG,7.38,8.57,75.74,86,87,4.9,overcast clouds
656,Prince Rupert,CA,54.32,-130.32,50.0,93,90,14.99,light rain
657,Mehran,IR,33.12,46.16,51.8,27,0,6.93,clear sky
658,Manicore,BR,-5.81,-61.3,84.2,74,0,1.12,clear sky
659,Darnah,LY,32.77,22.64,69.35,71,25,10.11,light rain
660,Verkhnevilyuysk,RU,63.45,120.32,-3.3,92,95,3.69,overcast clouds
661,Aksarka,RU,66.56,67.8,30.61,98,44,14.92,scattered clouds
662,Khandyga,RU,62.67,135.6,-9.94,86,0,1.14,clear sky
663,Voznesenye,RU,61.01,35.48,33.3,91,1,5.84,clear sky
664,Harper,LR,4.38,-7.72,77.74,88,89,6.96,overcast clouds
665,Burgersdorp,ZA,-31.0,26.33,55.81,77,92,1.54,overcast clouds
666,Kurchum,KZ,48.57,83.65,32.5,91,0,4.99,clear sky
667,Xining,CN,36.62,101.77,33.33,83,100,1.05,overcast clouds
668,Tual,ID,-5.67,132.75,83.62,76,92,13.24,overcast clouds
669,New London,US,41.48,-72.07,39.0,74,20,4.7,few clouds
670,Krasnoturinsk,RU,59.77,60.21,33.31,98,98,6.06,overcast clouds
671,Yarmouth,US,41.71,-70.23,35.6,80,1,6.08,clear sky
672,Punta Cardon,VE,11.66,-70.22,85.14,71,85,6.98,light rain
673,Keshod,IN,21.3,70.25,74.52,41,0,6.31,clear sky
674,Abrau-Dyurso,RU,44.69,37.59,48.2,87,92,4.47,light rain
675,Senneterre,CA,48.38,-77.23,32.0,76,75,13.87,broken clouds
676,Monroe,US,43.15,-77.68,43.0,60,20,5.82,few clouds
677,Kismayo,SO,-0.36,42.55,79.25,81,4,13.33,light rain
678,Malpe,IN,13.35,74.72,77.0,88,40,4.27,mist
679,Bukachacha,RU,52.98,116.92,20.89,92,100,4.18,overcast clouds
680,Roald,NO,62.58,6.13,59.0,41,60,16.11,broken clouds
681,Llanes,ES,43.42,-4.75,64.99,72,96,4.0,overcast clouds
682,Novo Aripuana,BR,-5.12,-60.38,82.11,72,100,0.76,light rain
683,Bealanana,MG,-14.55,48.73,52.65,88,82,3.62,broken clouds
684,Kahta,TR,37.79,38.62,60.8,23,0,8.05,clear sky
685,Sandakan,MY,5.84,118.12,75.2,94,20,4.7,few clouds
686,Mbigou,GA,-1.9,11.91,68.16,98,100,4.41,moderate rain
687,Nabire,ID,-3.37,135.48,81.27,80,95,1.81,overcast clouds
688,Qaqortoq,GL,60.72,-46.03,24.8,79,89,1.12,overcast clouds
689,Naze,JP,28.37,129.48,75.2,88,75,10.29,broken clouds
690,Carutapera,BR,-1.2,-46.02,78.78,79,25,6.73,scattered clouds
691,Lengshuitan,CN,26.41,111.6,63.88,85,99,4.97,overcast clouds
692,Broken Hill,AU,-31.95,141.43,62.6,63,0,10.29,clear sky
693,Syedove,UA,47.08,38.16,50.0,100,64,5.99,broken clouds
694,Loiza,PR,18.43,-65.88,82.4,74,40,8.05,haze
695,Saint-Honore,CA,48.53,-71.08,30.0,68,13,5.82,few clouds
696,Belmopan,BZ,17.25,-88.77,84.2,88,75,6.93,broken clouds
697,Shagonar,RU,51.53,92.8,29.37,88,47,1.74,scattered clouds
698,Kudahuvadhoo,MV,2.67,72.89,82.38,73,80,5.26,broken clouds
699,Weatherford,US,32.76,-97.8,73.0,52,3,9.42,clear sky
700,Velky Osek,CZ,50.1,15.19,54.0,87,90,6.93,overcast clouds
701,Aktau,KZ,43.65,51.2,46.4,33,0,13.42,clear sky
702,College Station,US,30.63,-96.33,71.6,37,1,6.93,clear sky
703,Progreso,MX,21.28,-89.67,79.0,83,75,6.93,broken clouds
704,Nyagan,RU,62.14,65.39,32.54,96,100,6.04,overcast clouds
705,Koltubanovskiy,RU,52.94,52.03,43.68,90,100,2.42,moderate rain
706,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,74.86,96,97,5.39,moderate rain
707,Raga,SS,8.46,25.68,73.27,76,24,3.44,few clouds
708,Estelle,US,29.85,-90.11,66.2,72,1,8.05,clear sky
709,Hovd,MN,48.01,91.64,25.47,87,0,1.32,clear sky
710,Sakakah,SA,29.97,40.21,71.6,13,0,3.36,clear sky
711,Kristianstad,SE,56.03,14.15,53.6,100,92,13.47,mist
712,Yatou,CN,37.15,122.38,54.37,83,61,7.29,broken clouds
